UNIPROT.K562	gene_name	mf	method.K562	final_score.K562	UNIPROT.LAMA84	method.LAMA84	final_score.LAMA84	conc
Q9Y512	SAMM50	other	proteoscore	0.290799	Q9Y512	proteoscore	0.346035	0.100626632
P00558	PGK1	kin	proteoscore	0.305951	P00558	proteoscore	0.326571	0.099914724
Q99832	CCT7	other	proteoscore	-0.238056	Q99832	proteoscore	-0.41521	0.098843232
Q53H12	AGK	kin	proteoscore	0.288038	Q53H12	proteoscore	0.337119	0.097103083
Q00577	PURA	tf	proteoscore	0.28986	Q00577	proteoscore	0.330584	0.095823078
P34897	SHMT2	other	proteoscore	0.311256	P34897	proteoscore	0.301438	0.093824386
P14735	IDE	other	proteoscore	-0.213526	P14735	proteoscore	-0.439173	0.093774854
Q9BZE1	MRPL37	other	proteoscore	0.342659	Q9BZE1	proteoscore	0.273337	0.093661383
Q13546	RIPK1	kin	proteoscore	-0.314273	Q13546	proteoscore	-0.28543	0.089702942
P21399	ACO1	other	proteoscore	0.38732	P21399	proteoscore	0.230886	0.089426766
Q8NE71	ABCF1	other	proteoscore	-0.323164	Q8NE71	proteoscore	-0.274985	0.088865253
Q13618	CUL3	other	proteoscore	-0.260954	Q13618	proteoscore	-0.339803	0.088672952
Q8IZL8	PELP1	other	proteoscore	0.25027	Q8IZL8	proteoscore	0.341514	0.085470709
O14744	PRMT5	tf	proteoscore	-0.264155	O14744	proteoscore	-0.319312	0.084347861
Q6P996	PDXDC1	other	proteoscore	-0.255815	Q6P996	proteoscore	-0.329456	0.084279787
P00505	GOT2	other	proteoscore	0.313325	P00505	proteoscore	0.265271	0.083116036
P55010	EIF5	other	proteoscore	-0.319078	P55010	proteoscore	-0.259211	0.082708527
O75122	CLASP2	other	proteoscore	-0.322329	O75122	proteoscore	-0.256509	0.082680289
P50570	DNM2	other	proteoscore	0.288514	P50570	proteoscore	0.281809	0.081305842
Q99623	PHB2	other	proteoscore	0.245792	Q99623	proteoscore	0.330445	0.081220737
O75694	NUP155	other	proteoscore	-0.316642	O75694	proteoscore	-0.255601	0.080934012
P82675	MRPS5	other	proteoscore	0.219082	P82675	proteoscore	0.367849	0.080589095
P50991	CCT4	other	proteoscore	-0.216721	P50991	proteoscore	-0.366162	0.079354995
Q9Y5Q8	GTF3C5	other	proteoscore	-0.300448	Q9Y5Q8	proteoscore	-0.257165	0.07726471
Q06203	PPAT	other	proteoscore	-0.295778	Q06203	proteoscore	-0.25941	0.076727771
P22695	UQCRC2	other	proteoscore	0.283836	P22695	proteoscore	0.269618	0.076527295
Q01831	XPC	tf	proteoscore	0.269908	Q01831	proteoscore	0.27608	0.074516201
Q9HCE1	MOV10	other	proteoscore	0.22085	Q9HCE1	proteoscore	0.329822	0.072841189
P49821	NDUFV1	other	proteoscore	0.268731	P49821	proteoscore	0.257501	0.069198501
Q13098	GPS1	other	proteoscore	-0.24608	Q13098	proteoscore	-0.273625	0.06733364
P11172	UMPS	other	proteoscore	-0.295397	P11172	proteoscore	-0.224458	0.06630422
Q7L014	DDX46	other	proteoscore	-0.213075	Q7L014	proteoscore	-0.299516	0.063819372
P46459	NSF	other	proteoscore	0.220684	P46459	proteoscore	0.27545	0.060787408
Q92900	UPF1	other	proteoscore	-0.20435	Q92900	proteoscore	-0.262128	0.053565857
O15067	PFAS	other	proteoscore	-0.200204	O15067	proteoscore	-0.259514	0.051955741
P06400	RB1	tf	PhosphoScore	-0.05728	P06400	proteoscore	-0.237778	0.013619924
P18031	PTPN1	phos	VIPER	-0.053603373	P18031	VIPER	-0.059499897	0.003189395
Q99640	PKMYT1	kin	proteoscore	-0.51965	Q99640	VIPER	-2.22E-16	1.15E-16
P06737	PYGL	other	proteoscore	0.389843	P06737	proteoscore	-0.244132	-0.095173151
P00374	DHFR	other	proteoscore	0.37785	P00374	proteoscore	-0.344586	-0.13020182
P11171	EPB41	other	proteoscore	0.420513	P11171	proteoscore	-0.354735	-0.149170679
P49761	CLK3	kin	VIPER	-0.799675524	P49761	VIPER	0.197327011	-0.15779758
O43633	CHMP2A	other	proteoscore	0.299761	O43633	proteoscore	-0.528232	-0.158343353
Q9UQ13	SHOC2	other	proteoscore	-0.365768	Q9UQ13	proteoscore	0.442541	-0.161867336
P63167	DYNLL1	other	proteoscore	0.369764	P63167	proteoscore	-0.448111	-0.165695316
Q14249	ENDOG	other	proteoscore	0.283956	Q14249	proteoscore	-0.585599	-0.16628435
Q9GZS1	POLR1E	other	proteoscore	-0.532014	Q9GZS1	proteoscore	0.345873	-0.184009278
Q71UM5	RPS27L	other	proteoscore	0.347244	Q71UM5	proteoscore	-0.601726	-0.208945743
Q9BTX1	NDC1	other	proteoscore	-0.367839	Q9BTX1	proteoscore	0.579063	-0.213001955
P63165	SUMO1	other	proteoscore	0.547679	P63165	proteoscore	-0.394157	-0.215871512
Q9BW60	ELOVL1	other	proteoscore	-0.425901	Q9BW60	proteoscore	0.516984	-0.220184003
P08567	PLEK	other	proteoscore	-0.518779	P08567	proteoscore	0.42695	-0.221492694
Q9Y2R0	COA3	other	proteoscore	0.490897	Q9Y2R0	proteoscore	-0.501347	-0.246109738
P63000	RAC1	other	proteoscore	0.377217	P63000	proteoscore	-0.66352	-0.250291024
O96006	ZBED1	tf	proteoscore	0.566245	O96006	proteoscore	-0.450648	-0.255177177
P0C2W1	FBXO45	other	proteoscore	-0.427857	P0C2W1	proteoscore	0.609382	-0.260728354
P09493	TPM1	other	proteoscore	0.278347	P09493	proteoscore	-1.05508	-0.293678353
Q9H1K1	ISCU	other	proteoscore	0.568345	Q9H1K1	proteoscore	-0.541266	-0.307625825
Q14004	CDK13	kin	VIPER	-0.515812513	Q14004	proteoscore	0.639696	-0.329963201
Q16621	NFE2	tf	proteoscore	0.87567	Q16621	proteoscore	-0.377497	-0.330562798
O43426	SYNJ1	other	proteoscore	-0.487638	O43426	proteoscore	0.684439	-0.333758465
Q16512	PKN1	kin	PhosphoScore	1.636174	Q16512	PhosphoScore	-0.21537	-0.352382794
O00165	HAX1	other	proteoscore	0.29778	O00165	proteoscore	-1.20246	-0.358068539
P23396	RPS3	other	proteoscore	-0.361401	P23396	PhosphoScore	1.03807	-0.375159536
P01033	TIMP1	other	proteoscore	0.28189	P01033	proteoscore	-1.36577	-0.384996905
Q9UHD2	TBK1	kin	VIPER	1.066667648	Q9UHD2	proteoscore	-0.389179	-0.415124649
O00139	KIF2A	other	PhosphoScore	1.68478	O00139	proteoscore	-0.274589	-0.462622055
Q9NRW1	RAB6B	other	proteoscore	0.812286	Q9NRW1	proteoscore	-0.576784	-0.468513568
Q8TDY2	RB1CC1	other	proteoscore	0.714251	Q8TDY2	proteoscore	-0.724354	-0.517370569
Q13322	GRB10	other	PhosphoScore	1.38208	Q13322	proteoscore	-0.398426	-0.550656606
Q27J81	INF2	other	proteoscore	0.589602	Q27J81	proteoscore	-1.04879	-0.618368682
Q14773	ICAM4	other	proteoscore	1.37525	Q14773	proteoscore	-0.477308	-0.656417827
P06213;P06213	INSR	kin	VIPER	-0.714915334	P06213;P06213	proteoscore	0.967912	-0.691975131
Q5UIP0	RIF1	other	PhosphoScore	0.965718	Q5UIP0	proteoscore	-0.718761	-0.694120435
P17252	PRKCA	kin	PhosphoScore	2.55455	P17252	VIPER	-0.284787083	-0.727502844
Q14596	NBR1	other	PhosphoScore	0.637881	Q14596	proteoscore	-1.15739	-0.738277091
Q9Y4P1	ATG4B	other	PhosphoScore	1.69065	Q9Y4P1	proteoscore	-0.456247	-0.771353991
P42331	ARHGAP25	other	proteoscore	-0.592929	P42331	PhosphoScore	1.46289	-0.867389905
Q13188	STK3	kin	VIPER+PhosphoScore	1.774381841	Q13188	proteoscore	-0.530105	-0.940608686
P11678	EPX	other	proteoscore	-0.724297	P11678	proteoscore	1.33073	-0.963843747
Q92974;Q92974	ARHGEF2	other	proteoscore	-0.594708	Q92974;Q92974	PhosphoScore	1.88615	-1.121708494
Q9H2G2	SLK	kin	PhosphoScore	2.51893	Q9H2G2	proteoscore	-0.500214	-1.260004051
O75030;O75030	MITF	tf	PhosphoScore	1.50625	O75030;O75030	proteoscore	-0.862291	-1.298825819
O00418	EEF2K	kin	VIPER	1.106077803	O00418	PhosphoScore	-1.17482	-1.299442325
Q9Y653	ADGRG1	other	proteoscore	2.23758	Q9Y653	proteoscore	-0.611389	-1.368031799
O43353	RIPK2	kin	VIPER	2.615804186	O43353	proteoscore	-0.68545	-1.793002979
P42898	MTHFR	other	proteoscore	0.390625	P42898	PhosphoScore	-4.76722	-1.862195313
Q96GX5	MASTL	kin	VIPER	1.32384783	Q96GX5	proteoscore	-1.45344	-1.92413339
Q13586	STIM1	other	PhosphoScore	-1.398943333	Q13586	PhosphoScore	1.45333	-2.033126315
Q9H0Z9	RBM38	other	proteoscore	1.20669	Q9H0Z9	proteoscore	-1.93956	-2.340447656
Q9BPZ7	MAPKAP1	other	proteoscore	1.28369	Q9BPZ7	proteoscore	-2.10499	-2.702154613
Q99661	KIF2C	other	proteoscore	-0.959174	Q99661	PhosphoScore	2.99388	-2.871651855
Q9UPY5	SLC7A11	other	PhosphoScore	-0.720809	Q9UPY5	PhosphoScore	3.98945	-2.875631465
P06241	FYN	kin	VIPER	-2.730776842	P06241	proteoscore	1.45999	-3.986906882
P49736	MCM2	other	PhosphoScore	3.5028	P49736	PhosphoScore	-1.23497	-4.325852916
P08670	VIM	other	PhosphoScore	3.29329	P08670	proteoscore	-1.37882	-4.540854118
P49815	TSC2	other	PhosphoScore	-1.5110945	P49815	PhosphoScore	3.20827	-4.847999152
P36897	TGFBR1	kin	proteoscore	-2.31259	P36897	VIPER	3.191956251	-7.381686105
Q13535	ATR	kin	PhosphoScore	-1.27817	Q13535	VIPER	8.901459784	-11.37757885
P15056	BRAF	kin	PhosphoScore	2.35131	P15056	PhosphoScore	-5.44584	-12.80485805
